Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Bahrain,BHR,Scientific and technical journal articles,IP.JRN.ARTC.SC,159.51,241.91,214.55,180.86,234.78,255.57,337.97,465.67,509,650.35,671.6,..
Bangladesh,BGD,Scientific and technical journal articles,IP.JRN.ARTC.SC,1921.35,1787.42,2408.26,2182.74,2590.98,3126.85,3182.44,5204.89,5121.48,7551.78,7056.17,..
Barbados,BRB,Scientific and technical journal articles,IP.JRN.ARTC.SC,48.49,41.83,45.47,55.17,54.32,50.16,48.22,53.74,61.93,55.51,72.38,..
Belarus,BLR,Scientific and technical journal articles,IP.JRN.ARTC.SC,1043.1,1107.04,1059.93,988.28,1008.15,1080.38,1228.81,1502.43,1521.33,1597.03,1519.37,..
Belgium,BEL,Scientific and technical journal articles,IP.JRN.ARTC.SC,16327.84,16589.95,16888.19,16730.49,16792.56,16305.94,16529.95,16644.86,16947.47,18319.58,17612.3,..
Belize,BLZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,8.3,7.75,5.16,7.64,5.88,11.55,9.74,10.21,17.62,12.52,17.74,..
Benin,BEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,143.3,178.78,179.52,180,173.32,207.64,233.16,276.96,317.18,381.61,413.69,..
Bermuda,BMU,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Scientific and technical journal articles,IP.JRN.ARTC.SC,16.22,28.2,28.36,26.15,43.67,47.63,53,56.06,82.17,105.03,115.3,..
Bolivia,BOL,Scientific and technical journal articles,IP.JRN.ARTC.SC,86.1,90.53,89.46,89.18,92.83,92.6,110.67,134.03,178.44,176.29,188.02,..
Bosnia and Herzegovina,BIH,Scientific and technical journal articles,IP.JRN.ARTC.SC,550.32,490.13,491.61,584.17,584.92,748.93,761.17,829.49,1004.72,1122.99,1039.36,..
Botswana,BWA,Scientific and technical journal articles,IP.JRN.ARTC.SC,159.99,167.45,204.79,163.66,236.02,240.19,285.21,308.55,324.27,386.48,392.69,..
Brazil,BRA,Scientific and technical journal articles,IP.JRN.ARTC.SC,48166.15,50197.15,52367.03,53504.24,55719.12,59143.03,63130.11,66506.17,70490.47,73727.34,67030.59,..
British Virgin Islands,VGB,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Scientific and technical journal articles,IP.JRN.ARTC.SC,116.39,123.02,186.05,174.11,220.47,200.95,294.39,230.03,292.63,335.16,414.38,..
Bulgaria,BGR,Scientific and technical journal articles,IP.JRN.ARTC.SC,2648.91,2680.44,2661.88,2554.77,2544.29,2963.85,3375.36,4302.46,4559.2,4858.99,4784.13,..
Burkina Faso,BFA,Scientific and technical journal articles,IP.JRN.ARTC.SC,189,163.87,169.34,192.98,205.94,208.93,254.91,261.75,261.62,331.81,411.23,..
Burundi,BDI,Scientific and technical journal articles,IP.JRN.ARTC.SC,10.65,14.28,12.91,12.5,11.72,13.19,20.41,29.9,35.24,26.93,27.99,..
Cabo Verde,CPV,Scientific and technical journal articles,IP.JRN.ARTC.SC,3.88,7.6,8.77,11.85,8.78,14.24,8.94,13.9,20.9,23.6,22.01,..
Cambodia,KHM,Scientific and technical journal articles,IP.JRN.ARTC.SC,77.26,85.39,93.44,111.49,125.21,125.22,147.68,145.71,163.05,171.26,203.2,..
Cameroon,CMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,408.48,468.51,565.1,596.57,673.48,795.89,873.26,933.48,1108.11,1338.46,1506.03,..
Canada,CAN,Scientific and technical journal articles,IP.JRN.ARTC.SC,59761.57,60074.83,60858.96,61391.62,61324.12,61601.66,63648.46,64546.67,65331.55,69684.17,69051.87,..
Cayman Islands,CYM,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Scientific and technical journal articles,IP.JRN.ARTC.SC,10.58,12.59,17.22,12.65,27.42,18.45,21.89,16.74,19.56,15.27,19.82,..
Chad,TCD,Scientific and technical journal articles,IP.JRN.ARTC.SC,4.56,5.01,8.66,9.36,10.64,15.12,16.89,14.33,13.56,24.68,28.87,..
Channel Islands,CHI,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,5059.05,5099.24,5871.42,6161.44,6774.99,6921.66,7572.42,8012.18,9032.26,9990.88,9057.77,..
